순번,업체명,소재지,신고일자,영업상태,사육업종,등록허가여부,시설면적(제곱미터),사육두수,데이터기준일자
1157,박O규농장,전북특별자치도 익산시 목천동 713번지 1호  ,2021-03-05,정상,한우,허가대상,405,26,2024-12-31
1158,소망농장,전북특별자치도 익산시 함열읍 다송리 574번지  ,2021-03-12,정상,한우,허가대상,231.36,15,2024-12-31
1159,초삼농장,전북특별자치도 익산시 춘포면 천동리 82번지 11호  ,2021-04-07,정상,한우,허가대상,99,7,2024-12-31
1160,박O열농장,전북특별자치도 익산시 황등면 용산리 1281번지 6호  ,2021-04-09,정상,한우,허가대상,400,35,2024-12-31
1161,재명농장,전북특별자치도 익산시 낭산면 석천리 1370번지  ,2021-04-16,정상,한우,허가대상,200,18,2024-12-31
1162,이삭농장,전북특별자치도 익산시 왕궁면 온수리 205번지 18호  ,2021-05-07,정상,염소,등록대상 ,148.35,150,2024-12-31
1163,지산농장,전북특별자치도 익산시 왕궁면 쌍제리 310번지 5호  ,2021-05-30,정상,한우,허가대상,1300,6,2024-12-31
1164,동구농장,전북특별자치도 익산시 낭산면 용기리 1017번지  ,2021-05-30,정상,한우,허가대상,300,40,2024-12-31
1165,은성농장,전북특별자치도 익산시 용동면 화실리 288번지 1호  ,2021-06-03,정상,한우,허가대상,672,40,2024-12-31
1166,우리농장,전북특별자치도 익산시 신흥동 903번지 5호 903-6 ,2021-06-21,정상,육계,허가대상,3521.6,50000,2024-12-31
1167,대한농장,전북특별자치도 익산시 용안면 난포리 636번지 5호  ,2021-06-23,정상,한우,허가대상,1101,20,2024-12-31
1168,OK2농장,전북특별자치도 익산시 신흥동 1539번지  ,2021-06-28,정상,한우,허가대상,2800,250,2024-12-31
1169,형석농장,전북특별자치도 익산시 춘포면 천동리 459번지 1호  ,2021-07-05,정상,한우,허가대상,729,25,2024-12-31
1170,브니엘2농장,전북특별자치도 익산시 용안면 난포리 645번지 4호  ,2021-07-06,정상,육우,허가대상,3364,300,2024-12-31
1171,고산농장,전북특별자치도 익산시 망성면 무형리 1392번지 9호  ,2021-08-24,정상,육계,허가대상,7275.1,140000,2024-12-31
1172,두이농장,전북특별자치도 익산시 용안면 칠목리 597번지 6호  ,2021-09-01,정상,한우,허가대상,1926,196,2024-12-31
1173,황제농장,"전북특별자치도 익산시 함라면 신등리 571번지 , 570, 573-8, 591-3, -5, 591-7, -8, -10, 1376-1 ",2021-09-07,정상,육계,허가대상,5166.44,110000,2024-12-31
1174,무영목장,"전북특별자치도 익산시 낭산면 삼담리 6번지 27호 외 -32, -33 ",2021-09-07,정상,육우,허가대상,1000,117,2024-12-31
1175,승만농장,전북특별자치도 익산시 낭산면 석천리 1344번지  ,2021-09-09,정상,한우,허가대상,700,29,2024-12-31
1176,은하수농장,전북특별자치도 익산시 함열읍 와리 1510번지 1호  ,2021-10-05,정상,한우,허가대상,1060.5,80,2024-12-31
1177,성은농장,전북특별자치도 익산시 함라면 신등리 565-11번지  ,2021-11-08,정상,한우,허가대상,402.24,8,2024-12-31
1178,송O수,"전북특별자치도 익산시 춘포면 오산리 713번지 2호 , -25 ",2021-11-12,정상,육우,허가대상,788,60,2024-12-31
1179,용성농장,전북특별자치도 익산시 황등면 용산리 1271번지 1호  ,2021-12-27,정상,한우,허가대상,2700,250,2024-12-31
1180,월우농장,"전북특별자치도 익산시 오산면 신지리 687번지 9호 , -19 ",2021-12-31,정상,한우,허가대상,747.3,40,2024-12-31
1181,우경농원,전북특별자치도 익산시 황등면 율촌리 277번지 11호  ,2022-01-03,정상,한우,허가대상,226.17,15,2024-12-31
1182,오농장,전북특별자치도 익산시 신용동 1303번지 11호  ,2022-01-20,정상,한우,허가대상,99,4,2024-12-31
1183,석원농장,전북특별자치도 익산시 왕궁면 구덕리 980번지  ,2022-01-28,정상,한우,허가대상,199,15,2024-12-31
1184,소잘커농장,전북특별자치도 익산시 용안면 덕용리 956번지  ,2022-03-03,정상,한우,허가대상,3980,360,2024-12-31
1185,태성2농장,"전북특별자치도 익산시 낭산면 석천리 1324번지 2호 , -1 ",2022-04-17,정상,한우,허가대상,500,20,2024-12-31
1186,매곡농장,전북특별자치도 익산시 웅포면 제성리 산 10번지 1호  ,2022-04-21,정상,한우,등록대상 ,50,4,2024-12-31
1187,덕진농장,"전북특별자치도 익산시 함열읍 석매리 116번지 62호 ,78,낭산면 용기리 산108-2 ",2022-06-11,정상,돼지,허가대상,324,400,2024-12-31
1188,아빠농장,전북특별자치도 익산시 낭산면 성남리 699번지  ,2022-07-09,정상,한우,허가대상,99,11,2024-12-31
1189,태현목장,전북특별자치도 익산시 오산면 영만리 1599-13번지 ,2022-07-09,정상,한우,허가대상,300,31,2024-12-31
1190,황암농장,전북특별자치도 익산시 왕궁면 쌍제리 40번지 9호  ,2022-07-12,정상,한우,허가대상,272.5,10,2024-12-31
1191,농업회사법인(유)삼안팜,전북특별자치도 익산시 함열읍 석매리 1242번지 14호 외 4필지 ,2022-07-30,정상,종계/산란계,허가대상,8580.94,100000,2024-12-31
1192,김O묵농장2,전북특별자치도 익산시 성당면 대선리 354번지 1호  ,2022-08-17,정상,한우,허가대상,90,7,2024-12-31
1193,대원농장,전북특별자치도 익산시 왕궁면 온수리 561번지  ,2022-08-18,정상,한우,허가대상,99,7,2024-12-31
1194,한길3농장,전북특별자치도 익산시 오산면 남전리 1050번지 2호  ,2022-08-30,정상,한우,허가대상,133.47,10,2024-12-31
1195,재옥농장,전북특별자치도 익산시 함라면 금성리 214번지  ,2022-09-27,정상,한우,허가대상,90,7,2024-12-31
1196,발산농장,전북특별자치도 익산시 왕궁면 구덕리 1538번지  ,2022-10-04,정상,한우,허가대상,416,390,2024-12-31
1197,창조한우농장,전북특별자치도 익산시 낭산면 삼담리 산 215번지 12호  ,2022-10-12,정상,한우,허가대상,154.07,10,2024-12-31
1198,경원농장,전북특별자치도 익산시 함라면 신등리 293번지 4호  ,2022-10-12,정상,한우,허가대상,95,6,2024-12-31
1199,일신축산,전북특별자치도 익산시 함열읍 다송리 416번지  ,2022-10-25,정상,한우,허가대상,1012.38,80,2024-12-31
1200,박O기농장,전북특별자치도 익산시 삼기면 서두리 349번지 1호  ,2022-12-12,정상,한우,허가대상,196,15,2024-12-31
1201,2현농장,전북특별자치도 익산시 왕궁면 흥암리 677번지 7호  ,2023-01-04,정상,한우,허가대상,378.57,35,2024-12-31
1202,설아농장,전북특별자치도 익산시 오산면 남전리 344번지 17호  ,2023-02-15,정상,한우,허가대상,1132,100,2024-12-31
1203,망성1농장,전북특별자치도 익산시 망성면 장선리 58번지  ,2023-03-02,정상,육계,허가대상,26752.5,200000,2024-12-31
1204,장등농장,전북특별자치도 익산시 낭산면 삼담리 1501번지 11호  ,2023-04-04,정상,한우,허가대상,3400,300,2024-12-31
1205,백두한우,전북특별자치도 익산시 용안면 중신리 393번지  ,2023-06-07,정상,한우,허가대상,99,8,2024-12-31
1206,고센숲용동농장,전북특별자치도 익산시 용동면 화실리 1016번지 6호  ,2023-08-31,정상,육우,허가대상,2800,250,2024-12-31
1207,고센숲 용동2농장,"전북특별자치도 익산시 용동면 화실리 1019번지 5호 ,1019-6 ",2024-05-22,정상,한우,허가대상,3012,300,2024-12-31
1208,얼룩이농장,전북특별자치도 익산시 함열읍 남당리 228번지 135호  ,2024-05-29,정상,염소,등록대상 ,550.8,50,2024-12-31
1209,용화 농장,전북특별자치도 익산시 왕궁면 용화리 94번지 1호  ,2024-07-04,정상,한우,허가대상,99,10,2024-12-31
1210,기쁨한우2농장,전북특별자치도 익산시 용안면 칠목리 597번지 15호  ,2024-08-21,정상,한우,허가대상,1275,106,2024-12-31
1211,선택농장,전북특별자치도 익산시 성당면 와초리 91번지 13호  ,2024-09-11,정상,한우,허가대상,202.5,10,2024-12-31
1212,광명농장3,전북특별자치도 익산시 용안면 칠목리 599번지 10호  ,2024-10-15,정상,한우,허가대상,3200,320,2024-12-31
1213,준우농장,전북특별자치도 익산시 왕궁면 쌍제리 662번지  ,2024-10-24,정상,한우,허가대상,1500,150,2024-12-31
1214,참새골가든앞 농장,전북특별자치도 익산시 성당면 갈산리 717번지  ,2004-08-27,휴업,한우,등록대상 ,368.64,15,2024-12-31
1215,하낭농장,전북특별자치도 익산시 낭산면 낭산리 921번지 8호  ,2005-04-29,휴업,한우,등록대상 ,463.67,50,2024-12-31
1216,성광 1농장,전북특별자치도 익산시 성당면 대선리 343번지  ,2005-04-29,휴업,돼지,등록대상 ,414.3,230,2024-12-31
1217,정님농장,전북특별자치도 익산시 함열읍 석매리 118번지 41호  ,2005-06-15,휴업,돼지,등록대상 ,217.54,100,2024-12-31
1218,양O규농장,전북특별자치도 익산시 용안면 난포리 60번지 7호  ,2005-06-17,휴업,한우,허가대상,560,50,2024-12-31
1219,모전 농장,전북특별자치도 익산시 성당면 와초리 78번지 1호 외 1 ,2005-08-10,휴업,육계,등록대상 ,"1,680.00","30,000",2024-12-31
1220,최O길농장,전북특별자치도 익산시 황등면 구자리 327번지 26호  ,2005-09-06,휴업,한우,등록대상 ,364.8,40,2024-12-31
1221,정O희 농장,전북특별자치도 익산시 황등면 율촌리 507번지 5호  ,2005-09-15,휴업,돼지,등록대상 ,298.34,25,2024-12-31
1222,김O기농장,전북특별자치도 익산시 망성면 신작리 611번지 3호  ,2005-10-21,휴업,한우,등록대상 ,319,18,2024-12-31
1223,박O동 농장,전북특별자치도 익산시 용안면 송산리 227번지 1호  ,2005-10-21,휴업,돼지,등록대상 ,122,100,2024-12-31
1224,흥수농장,전북특별자치도 익산시 정족동 325번지  ,2005-10-27,휴업,한우,등록대상 ,453.49,90,2024-12-31
1225,김O환 농장,전북특별자치도 익산시 용안면 창리 477번지 1호 외 2필지 ,2005-10-27,휴업,육계,허가대상,"1,557.00","30,000",2024-12-31
1226,천두목장,전북특별자치도 익산시 춘포면 쌍정리 648번지 15호  ,2005-10-31,휴업,한우,등록대상 ,864,45,2024-12-31
1227,조O호 농장,전북특별자치도 익산시 함라면 금성리 113번지 1호  ,2005-11-04,휴업,육계,등록대상 ,"2,813.00","50,000",2024-12-31
1228,김O웅 농장,전북특별자치도 익산시 여산면 호산리 414번지 19호  ,2005-11-25,휴업,돼지,등록대상 ,280,20,2024-12-31
1229,최O칠 농장,전북특별자치도 익산시 삼기면 연동리 594번지 7호  ,2005-12-23,휴업,부화용알생산,등록대상 ,900,"15,000",2024-12-31
1230,미륵 농장,전북특별자치도 익산시 삼기면 연동리 32번지  ,2005-12-26,휴업,돼지,등록대상 ,807.84,450,2024-12-31
1231,이O권 농장,전북특별자치도 익산시 용안면 창리 449번지 1호  ,2006-01-06,휴업,돼지,등록대상 ,581.8,180,2024-12-31
1232,탁O상 농장,전북특별자치도 익산시 황등면 동연리 183번지 16호 외1 ,2006-08-28,휴업,육계,등록대상 ,582,"6,000",2024-12-31
1233,박O석 농장,전북특별자치도 익산시 성당면 두동리 산 171번지 1호  ,2007-05-07,휴업,한우,등록대상 ,411.6,5,2024-12-31
1234,최O채농장,전북특별자치도 익산시 왕궁면 구덕리 478번지 53호  ,2007-08-23,휴업,한우,등록대상 ,140,23,2024-12-31
1235,창서농장,전북특별자치도 익산시 정족동 35번지  ,2007-08-29,휴업,한우,등록대상 ,91,8,2024-12-31
1236,경기축사,전북특별자치도 익산시 함라면 금성리 438번지 11호  ,2007-10-08,휴업,한우,등록대상 ,80,2,2024-12-31
1237,희망농장,전북특별자치도 익산시 성당면 두동리 780번지 외 1필지 ,2007-12-28,휴업,한우,등록대상 ,95,3,2024-12-31
1238,정기농장,전북특별자치도 익산시 오산면 오산리 412번지 1호  ,2008-03-27,휴업,한우,등록대상 ,39.84,5,2024-12-31
1239,믿음농장,전북특별자치도 익산시 금마면 기양리 351번지 2호  ,2008-04-03,휴업,한우,등록대상 ,31.5,8,2024-12-31
1240,송O훈농장,전북특별자치도 익산시 금마면 동고도리 산 2번지  ,2008-04-05,휴업,한우,등록대상 ,80,80,2024-12-31
1241,정훈농장,전북특별자치도 익산시 용제동 350번지  ,2008-04-30,휴업,한우,등록대상 ,809.4,33,2024-12-31
1242,진O용농장,전북특별자치도 익산시 낭산면 석천리 165번지 4호  ,2008-05-28,휴업,한우,등록대상 ,180.5,19,2024-12-31
1243,경모농장,전북특별자치도 익산시 웅포면 맹산리 648번지  ,2008-07-01,휴업,한우,등록대상 ,49,8,2024-12-31
1244,진일농장,전북특별자치도 익산시 왕궁면 구덕리 69번지  ,2008-07-05,휴업,돼지,등록대상 ,688,360,2024-12-31
1245,태산농장,전북특별자치도 익산시 망성면 신작리 959번지 4호  ,2008-07-09,휴업,돼지,등록대상 ,464.85,110,2024-12-31
1246,한우사농장,전북특별자치도 익산시 낭산면 석천리 232번지  ,2008-07-11,휴업,한우,등록대상 ,182.4,7,2024-12-31
1247,기중농장,전북특별자치도 익산시 성당면 갈산리 246번지  ,2008-09-18,휴업,한우,등록대상 ,35.75,3,2024-12-31
1248,대견이농장,전북특별자치도 익산시 함열읍 석매리 549번지  ,2009-06-01,휴업,한우,허가대상,88,3,2024-12-31
1249,유점농장,전북특별자치도 익산시 여산면 호산리 123번지  ,2009-06-29,휴업,한우,허가대상,70,2,2024-12-31
1250,익성농장,전북특별자치도 익산시 금마면 동고도리 362번지  ,2009-12-09,휴업,한우,등록대상 ,31.2,6,2024-12-31
1251,건우농장,전북특별자치도 익산시 왕궁면 구덕리 614번지 8호  ,2010-02-25,휴업,한우,등록대상 ,203.35,5,2024-12-31
1252,신성농장,전북특별자치도 익산시 황등면 신기리 360번지 1호  ,2010-03-26,휴업,한우,등록대상 ,17.86,3,2024-12-31
1253,방교농장,전북특별자치도 익산시 낭산면 석천리 67번지 1호  ,2010-05-28,휴업,한우,등록대상 ,22,4,2024-12-31
1254,김O구농장,전북특별자치도 익산시 망성면 장선리 217번지  ,2011-03-29,휴업,한우,등록대상 ,38.25,3,2024-12-31
1255,정상농장,전북특별자치도 익산시 금마면 동고도리 391번지 6호  ,2011-06-15,휴업,한우,등록대상 ,61.1,8,2024-12-31
1256,김O식농장,"전북특별자치도 익산시 망성면 화산리 1555번지 3호 ,-2,-7 ",2011-06-30,휴업,한우,허가대상,247.5,13,2024-12-31
1257,김O관농장,전북특별자치도 익산시 금마면 용순리 759번지 16호  ,2011-08-16,휴업,한우,등록대상 ,60.95,4,2024-12-31
1258,은성농장,전북특별자치도 익산시 오산면 영만리 460번지 23호  ,2011-12-28,휴업,육계,허가대상,2208.00,50000,2024-12-31
1259,준농장,전북특별자치도 익산시 성당면 대선리 산 63번지 8호  ,2012-06-07,휴업,한우,등록대상 ,21.66,5,2024-12-31
1260,송O영농장,전북특별자치도 익산시 낭산면 낭산리 514번지 1호  ,2012-06-07,휴업,한우,등록대상 ,81,9,2024-12-31
1261,정씨축사,전북특별자치도 익산시 성당면 두동리 378번지 1호  ,2013-02-26,휴업,한우,등록대상 ,105.4,5,2024-12-31
1262,부자농장,전북특별자치도 익산시 낭산면 석천리 743번지  ,2013-03-27,휴업,한우,등록대상 ,218.4,11,2024-12-31
1263,임O근농장,전북특별자치도 익산시 삼기면 연동리 250번지  ,2014-12-11,휴업,산양,등록대상 ,144,70,2024-12-31
1264,익산 흑염소 농장,전북특별자치도 익산시 황등면 죽촌리 455번지  ,2016-06-14,휴업,염소,등록대상 ,49,13,2024-12-31
1265,용민농장,전북특별자치도 익산시 오산면 장신리 155번지  ,2018-05-28,휴업,육계,등록대상 ,23.04,100,2024-12-31
1266,마로니에농장,전북특별자치도 익산시 망성면 신작리 224번지 2호  ,2018-09-19,휴업,한우,허가대상,490.62,3,2024-12-31
